PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_req=1553 ttl=64 time=110 ms
64 bytes from 10.0.0.2: icmp_req=1554 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=1555 ttl=64 time=105 ms
64 bytes from 10.0.0.2: icmp_req=1556 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1557 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1558 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1559 ttl=64 time=121 ms
64 bytes from 10.0.0.2: icmp_req=1560 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1561 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1562 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_req=1563 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1564 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1565 ttl=64 time=135 ms
64 bytes from 10.0.0.2: icmp_req=1566 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1567 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_req=1568 ttl=64 time=150 ms
64 bytes from 10.0.0.2: icmp_req=1569 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=1570 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1571 ttl=64 time=93.9 ms
64 bytes from 10.0.0.2: icmp_req=1572 ttl=64 time=83.6 ms
64 bytes from 10.0.0.2: icmp_req=1573 ttl=64 time=88.8 ms
64 bytes from 10.0.0.2: icmp_req=1574 ttl=64 time=85.7 ms
64 bytes from 10.0.0.2: icmp_req=1575 ttl=64 time=90.8 ms
64 bytes from 10.0.0.2: icmp_req=1576 ttl=64 time=88.6 ms
64 bytes from 10.0.0.2: icmp_req=1577 ttl=64 time=110 ms
64 bytes from 10.0.0.2: icmp_req=1578 ttl=64 time=101 ms
64 bytes from 10.0.0.2: icmp_req=1579 ttl=64 time=106 ms
64 bytes from 10.0.0.2: icmp_req=1580 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1581 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1582 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1583 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1584 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1585 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1586 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1587 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1588 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1589 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1590 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1591 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1593 ttl=64 time=157 ms
64 bytes from 10.0.0.2: icmp_req=1594 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1596 ttl=64 time=94.3 ms
64 bytes from 10.0.0.2: icmp_req=1597 ttl=64 time=83.0 ms
64 bytes from 10.0.0.2: icmp_req=1598 ttl=64 time=88.8 ms
64 bytes from 10.0.0.2: icmp_req=1599 ttl=64 time=85.7 ms
64 bytes from 10.0.0.2: icmp_req=1600 ttl=64 time=91.8 ms
64 bytes from 10.0.0.2: icmp_req=1601 ttl=64 time=91.6 ms
64 bytes from 10.0.0.2: icmp_req=1602 ttl=64 time=97.9 ms
64 bytes from 10.0.0.2: icmp_req=1603 ttl=64 time=112 ms
64 bytes from 10.0.0.2: icmp_req=1604 ttl=64 time=108 ms
64 bytes from 10.0.0.2: icmp_req=1605 ttl=64 time=121 ms
64 bytes from 10.0.0.2: icmp_req=1606 ttl=64 time=118 ms
64 bytes from 10.0.0.2: icmp_req=1607 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1608 ttl=64 time=120 ms
64 bytes from 10.0.0.2: icmp_req=1609 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1610 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1611 ttl=64 time=135 ms
64 bytes from 10.0.0.2: icmp_req=1612 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1613 ttl=64 time=137 ms
64 bytes from 10.0.0.2: icmp_req=1614 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_req=1615 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1616 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_req=1617 ttl=64 time=149 ms
64 bytes from 10.0.0.2: icmp_req=1619 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_req=1623 ttl=64 time=158 ms
64 bytes from 10.0.0.2: icmp_req=1625 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1626 ttl=64 time=87.1 ms
64 bytes from 10.0.0.2: icmp_req=1627 ttl=64 time=92.8 ms
64 bytes from 10.0.0.2: icmp_req=1628 ttl=64 time=90.6 ms
64 bytes from 10.0.0.2: icmp_req=1629 ttl=64 time=88.4 ms
64 bytes from 10.0.0.2: icmp_req=1630 ttl=64 time=111 ms
64 bytes from 10.0.0.2: icmp_req=1631 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=1632 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1633 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1634 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1635 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1636 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1637 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=1638 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1639 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1640 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=1641 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1642 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1643 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1644 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1645 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1647 ttl=64 time=157 ms
64 bytes from 10.0.0.2: icmp_req=1648 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=1650 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1651 ttl=64 time=84.9 ms
64 bytes from 10.0.0.2: icmp_req=1652 ttl=64 time=93.1 ms
64 bytes from 10.0.0.2: icmp_req=1653 ttl=64 time=91.3 ms
64 bytes from 10.0.0.2: icmp_req=1654 ttl=64 time=89.1 ms
64 bytes from 10.0.0.2: icmp_req=1655 ttl=64 time=111 ms
64 bytes from 10.0.0.2: icmp_req=1656 ttl=64 time=102 ms
64 bytes from 10.0.0.2: icmp_req=1657 ttl=64 time=107 ms
64 bytes from 10.0.0.2: icmp_req=1658 ttl=64 time=120 ms
64 bytes from 10.0.0.2: icmp_req=1659 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1660 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1661 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1662 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1663 ttl=64 time=137 ms
64 bytes from 10.0.0.2: icmp_req=1664 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_req=1665 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1666 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_req=1667 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=1668 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1669 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=1670 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=1671 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1672 ttl=64 time=150 ms
64 bytes from 10.0.0.2: icmp_req=1673 ttl=64 time=99.0 ms
64 bytes from 10.0.0.2: icmp_req=1674 ttl=64 time=80.6 ms
64 bytes from 10.0.0.2: icmp_req=1675 ttl=64 time=85.8 ms
64 bytes from 10.0.0.2: icmp_req=1676 ttl=64 time=82.7 ms
64 bytes from 10.0.0.2: icmp_req=1677 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1678 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1679 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=1680 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1681 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1682 ttl=64 time=110 ms
64 bytes from 10.0.0.2: icmp_req=1683 ttl=64 time=116 ms
64 bytes from 10.0.0.2: icmp_req=1684 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1685 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1686 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=1687 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1688 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1689 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=1690 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1691 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1692 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=1693 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1694 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1695 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_req=1696 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1697 ttl=64 time=58.3 ms
64 bytes from 10.0.0.2: icmp_req=1698 ttl=64 time=88.1 ms
64 bytes from 10.0.0.2: icmp_req=1699 ttl=64 time=94.8 ms
64 bytes from 10.0.0.2: icmp_req=1700 ttl=64 time=92.6 ms
64 bytes from 10.0.0.2: icmp_req=1701 ttl=64 time=98.6 ms
64 bytes from 10.0.0.2: icmp_req=1702 ttl=64 time=96.4 ms
64 bytes from 10.0.0.2: icmp_req=1703 ttl=64 time=102 ms
64 bytes from 10.0.0.2: icmp_req=1704 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=1705 ttl=64 time=106 ms
64 bytes from 10.0.0.2: icmp_req=1706 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1707 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1708 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1709 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1710 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1711 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1712 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1713 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1714 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1715 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1716 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1717 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1718 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1719 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=1720 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1721 ttl=64 time=59.4 ms
64 bytes from 10.0.0.2: icmp_req=1722 ttl=64 time=85.9 ms
64 bytes from 10.0.0.2: icmp_req=1723 ttl=64 time=91.8 ms
64 bytes from 10.0.0.2: icmp_req=1724 ttl=64 time=89.6 ms
64 bytes from 10.0.0.2: icmp_req=1725 ttl=64 time=94.8 ms
64 bytes from 10.0.0.2: icmp_req=1726 ttl=64 time=92.6 ms
64 bytes from 10.0.0.2: icmp_req=1727 ttl=64 time=98.5 ms
64 bytes from 10.0.0.2: icmp_req=1728 ttl=64 time=97.3 ms
64 bytes from 10.0.0.2: icmp_req=1729 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1730 ttl=64 time=108 ms
64 bytes from 10.0.0.2: icmp_req=1731 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1732 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1733 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1734 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1735 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1736 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1737 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1738 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1739 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1740 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1741 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1742 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1743 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=1744 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1745 ttl=64 time=56.3 ms
64 bytes from 10.0.0.2: icmp_req=1746 ttl=64 time=86.1 ms
64 bytes from 10.0.0.2: icmp_req=1747 ttl=64 time=91.8 ms
64 bytes from 10.0.0.2: icmp_req=1748 ttl=64 time=90.6 ms
64 bytes from 10.0.0.2: icmp_req=1749 ttl=64 time=96.5 ms
64 bytes from 10.0.0.2: icmp_req=1750 ttl=64 time=94.3 ms
64 bytes from 10.0.0.2: icmp_req=1751 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=1752 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1753 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1754 ttl=64 time=109 ms
64 bytes from 10.0.0.2: icmp_req=1755 ttl=64 time=115 ms
64 bytes from 10.0.0.2: icmp_req=1756 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=1757 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1758 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=1759 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=1760 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1761 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=1762 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=1763 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1764 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=1765 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1766 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1767 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1768 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1769 ttl=64 time=60.5 ms
64 bytes from 10.0.0.2: icmp_req=1770 ttl=64 time=75.3 ms
64 bytes from 10.0.0.2: icmp_req=1771 ttl=64 time=88.9 ms
64 bytes from 10.0.0.2: icmp_req=1772 ttl=64 time=85.7 ms
64 bytes from 10.0.0.2: icmp_req=1773 ttl=64 time=90.8 ms
64 bytes from 10.0.0.2: icmp_req=1774 ttl=64 time=88.6 ms
64 bytes from 10.0.0.2: icmp_req=1775 ttl=64 time=110 ms
64 bytes from 10.0.0.2: icmp_req=1776 ttl=64 time=99.1 ms
64 bytes from 10.0.0.2: icmp_req=1777 ttl=64 time=105 ms
64 bytes from 10.0.0.2: icmp_req=1778 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1779 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1780 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1781 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1782 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1783 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1784 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1785 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1786 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1787 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=1788 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1789 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1790 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1791 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_req=1792 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=1793 ttl=64 time=41.1 ms
64 bytes from 10.0.0.2: icmp_req=1794 ttl=64 time=87.3 ms
64 bytes from 10.0.0.2: icmp_req=1795 ttl=64 time=92.8 ms
64 bytes from 10.0.0.2: icmp_req=1796 ttl=64 time=98.7 ms
64 bytes from 10.0.0.2: icmp_req=1797 ttl=64 time=96.5 ms
64 bytes from 10.0.0.2: icmp_req=1798 ttl=64 time=95.3 ms
64 bytes from 10.0.0.2: icmp_req=1799 ttl=64 time=101 ms
64 bytes from 10.0.0.2: icmp_req=1800 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1801 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1802 ttl=64 time=107 ms
64 bytes from 10.0.0.2: icmp_req=1803 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1804 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1805 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1806 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1807 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1808 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1809 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1810 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1811 ttl=64 time=67.6 ms
64 bytes from 10.0.0.2: icmp_req=1812 ttl=64 time=89.0 ms
64 bytes from 10.0.0.2: icmp_req=1813 ttl=64 time=86.6 ms
64 bytes from 10.0.0.2: icmp_req=1814 ttl=64 time=93.8 ms
64 bytes from 10.0.0.2: icmp_req=1815 ttl=64 time=92.0 ms
64 bytes from 10.0.0.2: icmp_req=1816 ttl=64 time=97.9 ms
64 bytes from 10.0.0.2: icmp_req=1817 ttl=64 time=96.8 ms
64 bytes from 10.0.0.2: icmp_req=1818 ttl=64 time=102 ms
64 bytes from 10.0.0.2: icmp_req=1819 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1820 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1821 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1822 ttl=64 time=121 ms
64 bytes from 10.0.0.2: icmp_req=1823 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1824 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1825 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1826 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1827 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1828 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1829 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1830 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1831 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1832 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1833 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_req=1835 ttl=64 time=155 ms
64 bytes from 10.0.0.2: icmp_req=1839 ttl=64 time=159 ms
64 bytes from 10.0.0.2: icmp_req=1841 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1842 ttl=64 time=79.6 ms
64 bytes from 10.0.0.2: icmp_req=1843 ttl=64 time=92.9 ms
64 bytes from 10.0.0.2: icmp_req=1844 ttl=64 time=98.8 ms
64 bytes from 10.0.0.2: icmp_req=1845 ttl=64 time=96.7 ms
64 bytes from 10.0.0.2: icmp_req=1846 ttl=64 time=102 ms
64 bytes from 10.0.0.2: icmp_req=1847 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1848 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1849 ttl=64 time=109 ms
64 bytes from 10.0.0.2: icmp_req=1850 ttl=64 time=106 ms
64 bytes from 10.0.0.2: icmp_req=1851 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1852 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1853 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=1854 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1855 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1856 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1857 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1858 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1859 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=1860 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1861 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1863 ttl=64 time=158 ms
64 bytes from 10.0.0.2: icmp_req=1864 ttl=64 time=149 ms
64 bytes from 10.0.0.2: icmp_req=1865 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=1866 ttl=64 time=135 ms
64 bytes from 10.0.0.2: icmp_req=1867 ttl=64 time=83.7 ms
64 bytes from 10.0.0.2: icmp_req=1868 ttl=64 time=96.9 ms
64 bytes from 10.0.0.2: icmp_req=1869 ttl=64 time=102 ms
64 bytes from 10.0.0.2: icmp_req=1870 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1871 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1872 ttl=64 time=101 ms
64 bytes from 10.0.0.2: icmp_req=1873 ttl=64 time=98.4 ms
64 bytes from 10.0.0.2: icmp_req=1874 ttl=64 time=121 ms
64 bytes from 10.0.0.2: icmp_req=1875 ttl=64 time=112 ms
64 bytes from 10.0.0.2: icmp_req=1876 ttl=64 time=117 ms
64 bytes from 10.0.0.2: icmp_req=1877 ttl=64 time=114 ms
64 bytes from 10.0.0.2: icmp_req=1878 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_req=1879 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=1880 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=1881 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_req=1882 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=1883 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=1884 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=1885 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=1886 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=1887 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=1888 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1889 ttl=64 time=137 ms
64 bytes from 10.0.0.2: icmp_req=1890 ttl=64 time=77.7 ms
64 bytes from 10.0.0.2: icmp_req=1891 ttl=64 time=82.7 ms
64 bytes from 10.0.0.2: icmp_req=1892 ttl=64 time=95.9 ms
64 bytes from 10.0.0.2: icmp_req=1893 ttl=64 time=101 ms
64 bytes from 10.0.0.2: icmp_req=1894 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1895 ttl=64 time=95.5 ms
64 bytes from 10.0.0.2: icmp_req=1896 ttl=64 time=102 ms
64 bytes from 10.0.0.2: icmp_req=1897 ttl=64 time=97.8 ms
64 bytes from 10.0.0.2: icmp_req=1898 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1899 ttl=64 time=109 ms
64 bytes from 10.0.0.2: icmp_req=1900 ttl=64 time=114 ms
64 bytes from 10.0.0.2: icmp_req=1901 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1902 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1903 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1904 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1905 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1906 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1907 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1908 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=1909 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1910 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1911 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1912 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=1913 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=1914 ttl=64 time=40.1 ms
64 bytes from 10.0.0.2: icmp_req=1915 ttl=64 time=86.3 ms
64 bytes from 10.0.0.2: icmp_req=1916 ttl=64 time=92.7 ms
64 bytes from 10.0.0.2: icmp_req=1917 ttl=64 time=98.7 ms
64 bytes from 10.0.0.2: icmp_req=1918 ttl=64 time=96.5 ms
64 bytes from 10.0.0.2: icmp_req=1919 ttl=64 time=97.6 ms
64 bytes from 10.0.0.2: icmp_req=1920 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=1921 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1922 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1923 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1924 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1925 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1926 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1927 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1928 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1929 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1930 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=1931 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1932 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=1933 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1934 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_req=1935 ttl=64 time=85.1 ms
64 bytes from 10.0.0.2: icmp_req=1936 ttl=64 time=83.6 ms
64 bytes from 10.0.0.2: icmp_req=1937 ttl=64 time=88.8 ms
64 bytes from 10.0.0.2: icmp_req=1938 ttl=64 time=85.6 ms
64 bytes from 10.0.0.2: icmp_req=1939 ttl=64 time=90.8 ms
