PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_req=789 ttl=64 time=86.1 ms
64 bytes from 10.0.0.2: icmp_req=790 ttl=64 time=92.8 ms
64 bytes from 10.0.0.2: icmp_req=791 ttl=64 time=90.6 ms
64 bytes from 10.0.0.2: icmp_req=792 ttl=64 time=96.5 ms
64 bytes from 10.0.0.2: icmp_req=793 ttl=64 time=94.3 ms
64 bytes from 10.0.0.2: icmp_req=794 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=795 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=796 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=797 ttl=64 time=116 ms
64 bytes from 10.0.0.2: icmp_req=798 ttl=64 time=116 ms
64 bytes from 10.0.0.2: icmp_req=799 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=800 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=801 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=802 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=803 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=804 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=805 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=806 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=807 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=808 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=809 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=810 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_req=811 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=812 ttl=64 time=58.3 ms
64 bytes from 10.0.0.2: icmp_req=813 ttl=64 time=88.1 ms
64 bytes from 10.0.0.2: icmp_req=814 ttl=64 time=93.8 ms
64 bytes from 10.0.0.2: icmp_req=815 ttl=64 time=91.6 ms
64 bytes from 10.0.0.2: icmp_req=816 ttl=64 time=97.5 ms
64 bytes from 10.0.0.2: icmp_req=817 ttl=64 time=95.3 ms
64 bytes from 10.0.0.2: icmp_req=818 ttl=64 time=101 ms
64 bytes from 10.0.0.2: icmp_req=819 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=820 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=821 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=822 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=823 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=824 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=825 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=826 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=827 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=828 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=829 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=830 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=831 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=832 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=833 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=834 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=835 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=836 ttl=64 time=56.4 ms
64 bytes from 10.0.0.2: icmp_req=837 ttl=64 time=86.9 ms
64 bytes from 10.0.0.2: icmp_req=838 ttl=64 time=84.7 ms
64 bytes from 10.0.0.2: icmp_req=839 ttl=64 time=81.7 ms
64 bytes from 10.0.0.2: icmp_req=840 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=841 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=842 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=843 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=844 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=845 ttl=64 time=108 ms
64 bytes from 10.0.0.2: icmp_req=846 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=847 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=848 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=849 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=850 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=851 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=852 ttl=64 time=76.9 ms
64 bytes from 10.0.0.2: icmp_req=853 ttl=64 time=82.8 ms
64 bytes from 10.0.0.2: icmp_req=854 ttl=64 time=79.6 ms
64 bytes from 10.0.0.2: icmp_req=855 ttl=64 time=84.8 ms
64 bytes from 10.0.0.2: icmp_req=856 ttl=64 time=81.7 ms
64 bytes from 10.0.0.2: icmp_req=857 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=858 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=859 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=860 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=861 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=862 ttl=64 time=108 ms
64 bytes from 10.0.0.2: icmp_req=863 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=864 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=865 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=866 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=867 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=868 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=869 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=870 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=871 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=872 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=873 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=874 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=875 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=876 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=877 ttl=64 time=96.8 ms
64 bytes from 10.0.0.2: icmp_req=878 ttl=64 time=86.5 ms
64 bytes from 10.0.0.2: icmp_req=879 ttl=64 time=92.8 ms
64 bytes from 10.0.0.2: icmp_req=880 ttl=64 time=90.6 ms
64 bytes from 10.0.0.2: icmp_req=881 ttl=64 time=96.6 ms
64 bytes from 10.0.0.2: icmp_req=882 ttl=64 time=94.4 ms
64 bytes from 10.0.0.2: icmp_req=883 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=884 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=885 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=886 ttl=64 time=109 ms
64 bytes from 10.0.0.2: icmp_req=887 ttl=64 time=114 ms
64 bytes from 10.0.0.2: icmp_req=888 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=889 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=890 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=891 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=892 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=893 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=894 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=895 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=896 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=897 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=898 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=899 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_req=900 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=901 ttl=64 time=57.8 ms
64 bytes from 10.0.0.2: icmp_req=902 ttl=64 time=82.3 ms
64 bytes from 10.0.0.2: icmp_req=903 ttl=64 time=95.9 ms
64 bytes from 10.0.0.2: icmp_req=904 ttl=64 time=93.7 ms
64 bytes from 10.0.0.2: icmp_req=905 ttl=64 time=99.6 ms
64 bytes from 10.0.0.2: icmp_req=906 ttl=64 time=97.5 ms
64 bytes from 10.0.0.2: icmp_req=907 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=908 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=909 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=910 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=911 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=912 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=913 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=914 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=915 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=916 ttl=64 time=137 ms
64 bytes from 10.0.0.2: icmp_req=917 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=918 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=919 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_req=920 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=921 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=922 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=923 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=924 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=925 ttl=64 time=53.3 ms
64 bytes from 10.0.0.2: icmp_req=926 ttl=64 time=83.1 ms
64 bytes from 10.0.0.2: icmp_req=927 ttl=64 time=88.8 ms
64 bytes from 10.0.0.2: icmp_req=928 ttl=64 time=86.7 ms
64 bytes from 10.0.0.2: icmp_req=929 ttl=64 time=91.8 ms
64 bytes from 10.0.0.2: icmp_req=930 ttl=64 time=89.6 ms
64 bytes from 10.0.0.2: icmp_req=931 ttl=64 time=111 ms
64 bytes from 10.0.0.2: icmp_req=932 ttl=64 time=102 ms
64 bytes from 10.0.0.2: icmp_req=933 ttl=64 time=107 ms
64 bytes from 10.0.0.2: icmp_req=934 ttl=64 time=120 ms
64 bytes from 10.0.0.2: icmp_req=935 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=936 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=937 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=938 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=939 ttl=64 time=137 ms
64 bytes from 10.0.0.2: icmp_req=940 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_req=941 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=942 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_req=943 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=944 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=945 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=946 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=947 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=948 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=949 ttl=64 time=50.3 ms
64 bytes from 10.0.0.2: icmp_req=950 ttl=64 time=88.2 ms
64 bytes from 10.0.0.2: icmp_req=951 ttl=64 time=85.6 ms
64 bytes from 10.0.0.2: icmp_req=952 ttl=64 time=83.1 ms
64 bytes from 10.0.0.2: icmp_req=953 ttl=64 time=107 ms
64 bytes from 10.0.0.2: icmp_req=954 ttl=64 time=99.3 ms
64 bytes from 10.0.0.2: icmp_req=955 ttl=64 time=105 ms
64 bytes from 10.0.0.2: icmp_req=956 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=957 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=958 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=959 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=960 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=961 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=962 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=963 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=964 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=965 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=966 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=967 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=968 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=969 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=970 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=971 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_req=972 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=973 ttl=64 time=41.1 ms
64 bytes from 10.0.0.2: icmp_req=974 ttl=64 time=87.3 ms
64 bytes from 10.0.0.2: icmp_req=975 ttl=64 time=92.8 ms
64 bytes from 10.0.0.2: icmp_req=976 ttl=64 time=98.7 ms
64 bytes from 10.0.0.2: icmp_req=977 ttl=64 time=96.5 ms
64 bytes from 10.0.0.2: icmp_req=978 ttl=64 time=95.3 ms
64 bytes from 10.0.0.2: icmp_req=979 ttl=64 time=101 ms
64 bytes from 10.0.0.2: icmp_req=980 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=981 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=982 ttl=64 time=107 ms
64 bytes from 10.0.0.2: icmp_req=983 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=984 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=985 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=986 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=987 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=988 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=989 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=990 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=991 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=992 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=993 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=994 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=995 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_req=996 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=997 ttl=64 time=41.1 ms
64 bytes from 10.0.0.2: icmp_req=998 ttl=64 time=88.3 ms
64 bytes from 10.0.0.2: icmp_req=999 ttl=64 time=93.8 ms
64 bytes from 10.0.0.2: icmp_req=1000 ttl=64 time=99.7 ms
64 bytes from 10.0.0.2: icmp_req=1001 ttl=64 time=97.5 ms
64 bytes from 10.0.0.2: icmp_req=1002 ttl=64 time=95.3 ms
64 bytes from 10.0.0.2: icmp_req=1003 ttl=64 time=99.2 ms
64 bytes from 10.0.0.2: icmp_req=1004 ttl=64 time=97.5 ms
64 bytes from 10.0.0.2: icmp_req=1005 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1006 ttl=64 time=112 ms
64 bytes from 10.0.0.2: icmp_req=1007 ttl=64 time=118 ms
64 bytes from 10.0.0.2: icmp_req=1008 ttl=64 time=115 ms
64 bytes from 10.0.0.2: icmp_req=1009 ttl=64 time=120 ms
64 bytes from 10.0.0.2: icmp_req=1010 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=1011 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=1012 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1013 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=1014 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1015 ttl=64 time=150 ms
64 bytes from 10.0.0.2: icmp_req=1016 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=1017 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1018 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1019 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1020 ttl=64 time=135 ms
64 bytes from 10.0.0.2: icmp_req=1021 ttl=64 time=43.3 ms
64 bytes from 10.0.0.2: icmp_req=1022 ttl=64 time=81.2 ms
64 bytes from 10.0.0.2: icmp_req=1023 ttl=64 time=94.9 ms
64 bytes from 10.0.0.2: icmp_req=1024 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=1025 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1026 ttl=64 time=95.5 ms
64 bytes from 10.0.0.2: icmp_req=1027 ttl=64 time=102 ms
64 bytes from 10.0.0.2: icmp_req=1028 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1029 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1030 ttl=64 time=109 ms
64 bytes from 10.0.0.2: icmp_req=1031 ttl=64 time=114 ms
64 bytes from 10.0.0.2: icmp_req=1032 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1033 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1034 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1035 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1036 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1037 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1038 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1039 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=1040 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1041 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1042 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1043 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=1044 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=1045 ttl=64 time=40.0 ms
64 bytes from 10.0.0.2: icmp_req=1046 ttl=64 time=86.3 ms
64 bytes from 10.0.0.2: icmp_req=1047 ttl=64 time=92.7 ms
64 bytes from 10.0.0.2: icmp_req=1048 ttl=64 time=98.7 ms
64 bytes from 10.0.0.2: icmp_req=1049 ttl=64 time=96.5 ms
64 bytes from 10.0.0.2: icmp_req=1050 ttl=64 time=94.3 ms
64 bytes from 10.0.0.2: icmp_req=1051 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=1052 ttl=64 time=97.8 ms
64 bytes from 10.0.0.2: icmp_req=1053 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1054 ttl=64 time=109 ms
64 bytes from 10.0.0.2: icmp_req=1055 ttl=64 time=115 ms
64 bytes from 10.0.0.2: icmp_req=1056 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1057 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1058 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_req=1059 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=1060 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1061 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_req=1062 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=1063 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_req=1064 ttl=64 time=149 ms
64 bytes from 10.0.0.2: icmp_req=1065 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=1066 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1067 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1068 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1069 ttl=64 time=46.3 ms
64 bytes from 10.0.0.2: icmp_req=1070 ttl=64 time=84.2 ms
64 bytes from 10.0.0.2: icmp_req=1071 ttl=64 time=81.7 ms
64 bytes from 10.0.0.2: icmp_req=1072 ttl=64 time=102 ms
64 bytes from 10.0.0.2: icmp_req=1073 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1074 ttl=64 time=95.5 ms
64 bytes from 10.0.0.2: icmp_req=1075 ttl=64 time=101 ms
64 bytes from 10.0.0.2: icmp_req=1076 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1077 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=1078 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1079 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1080 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1081 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1082 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1083 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1084 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1085 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1086 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1087 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=1088 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1089 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1091 ttl=64 time=158 ms
64 bytes from 10.0.0.2: icmp_req=1092 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=1093 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_req=1094 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_req=1095 ttl=64 time=58.3 ms
64 bytes from 10.0.0.2: icmp_req=1096 ttl=64 time=96.2 ms
64 bytes from 10.0.0.2: icmp_req=1097 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1098 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1099 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1100 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1101 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1102 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1103 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=1104 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1105 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1106 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1107 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1108 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1109 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1110 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_req=1111 ttl=64 time=116 ms
64 bytes from 10.0.0.2: icmp_req=1112 ttl=64 time=64.6 ms
64 bytes from 10.0.0.2: icmp_req=1113 ttl=64 time=86.0 ms
64 bytes from 10.0.0.2: icmp_req=1114 ttl=64 time=83.6 ms
64 bytes from 10.0.0.2: icmp_req=1115 ttl=64 time=90.8 ms
64 bytes from 10.0.0.2: icmp_req=1116 ttl=64 time=90.0 ms
64 bytes from 10.0.0.2: icmp_req=1117 ttl=64 time=96.0 ms
64 bytes from 10.0.0.2: icmp_req=1118 ttl=64 time=93.8 ms
64 bytes from 10.0.0.2: icmp_req=1119 ttl=64 time=99.7 ms
64 bytes from 10.0.0.2: icmp_req=1120 ttl=64 time=97.5 ms
64 bytes from 10.0.0.2: icmp_req=1121 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1122 ttl=64 time=107 ms
64 bytes from 10.0.0.2: icmp_req=1123 ttl=64 time=121 ms
64 bytes from 10.0.0.2: icmp_req=1124 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1125 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1126 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1127 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1128 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1129 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1130 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1131 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1132 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1133 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1134 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_req=1136 ttl=64 time=155 ms
64 bytes from 10.0.0.2: icmp_req=1139 ttl=64 time=154 ms
64 bytes from 10.0.0.2: icmp_req=1140 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_req=1141 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=1142 ttl=64 time=81.6 ms
64 bytes from 10.0.0.2: icmp_req=1143 ttl=64 time=94.9 ms
64 bytes from 10.0.0.2: icmp_req=1144 ttl=64 time=92.7 ms
64 bytes from 10.0.0.2: icmp_req=1145 ttl=64 time=90.5 ms
64 bytes from 10.0.0.2: icmp_req=1146 ttl=64 time=97.5 ms
64 bytes from 10.0.0.2: icmp_req=1147 ttl=64 time=111 ms
64 bytes from 10.0.0.2: icmp_req=1148 ttl=64 time=102 ms
64 bytes from 10.0.0.2: icmp_req=1149 ttl=64 time=108 ms
64 bytes from 10.0.0.2: icmp_req=1150 ttl=64 time=121 ms
64 bytes from 10.0.0.2: icmp_req=1151 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1152 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1153 ttl=64 time=120 ms
64 bytes from 10.0.0.2: icmp_req=1154 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1155 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1156 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1157 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1158 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1159 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1160 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1161 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_req=1163 ttl=64 time=155 ms
64 bytes from 10.0.0.2: icmp_req=1166 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=1167 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=1168 ttl=64 time=79.6 ms
64 bytes from 10.0.0.2: icmp_req=1169 ttl=64 time=84.8 ms
64 bytes from 10.0.0.2: icmp_req=1170 ttl=64 time=89.8 ms
64 bytes from 10.0.0.2: icmp_req=1171 ttl=64 time=102 ms
64 bytes from 10.0.0.2: icmp_req=1172 ttl=64 time=97.7 ms
